Loan_ID,Female,Married,Dependents,Education,Self-Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan-status
LP002317,Male,1,3,Graduate,0,81000.00,0.00,360.00,360,0,Rural,0
LP002318,Female,0,1,Not Graduate,1,3867.00,0.00,62.00,360,1,Semiurban,0
LP002319,Male,1,0,Graduate,1,6256.00,0.00,160.00,360,1,Urban,1
LP002328,Male,1,0,Not Graduate,0,6096.00,0.00,218.00,360,0,Rural,0
LP002332,Male,1,0,Not Graduate,0,2253.00,2033.00,110.00,360,1,Rural,1
LP002335,Female,1,0,Not Graduate,0,2149.00,3237.00,178.00,360,0,Semiurban,0
LP002337,Female,0,0,Graduate,0,2995.00,0.00,60.00,360,1,Urban,1
LP002341,Female,0,1,Graduate,0,2600.00,0.00,160.00,360,1,Urban,0
LP002342,Male,1,2,Graduate,1,1600.00,20000.00,239.00,360,1,Urban,0
LP002345,Male,1,0,Graduate,0,1025.00,2773.00,112.00,360,1,Rural,1
LP002347,Male,1,0,Graduate,0,3246.00,1417.00,138.00,360,1,Semiurban,1
LP002348,Male,1,0,Graduate,0,5829.00,0.00,138.00,360,1,Rural,1
LP002357,Female,0,0,Not Graduate,0,2720.00,0.00,80.00,180,0,Urban,0
LP002361,Male,1,0,Graduate,0,1820.00,1719.00,100.00,360,1,Urban,1
LP002362,Male,1,1,Graduate,0,7250.00,1667.00,110.00,90,0,Urban,0
LP002364,Male,1,0,Graduate,0,14880.00,0.00,96.00,360,1,Semiurban,1
LP002366,Male,1,0,Graduate,0,2666.00,4300.00,121.00,360,1,Rural,1
LP002367,Female,0,1,Not Graduate,0,4606.00,0.00,81.00,360,1,Rural,0
LP002368,Male,1,2,Graduate,0,5935.00,0.00,133.00,360,1,Semiurban,1
LP002369,Male,1,0,Graduate,0,2920.00,1690.00,87.00,360,1,Rural,1
LP002370,Male,0,0,Not Graduate,0,2717.00,0.00,60.00,180,1,Urban,1
LP002377,Female,0,1,Graduate,1,8624.00,0.00,150.00,360,1,Semiurban,1
LP002379,Male,0,0,Graduate,0,6500.00,0.00,105.00,360,0,Rural,0
LP002386,Male,0,0,Graduate,0,12876.00,0.00,405.00,360,1,Semiurban,1
LP002387,Male,1,0,Graduate,0,2425.00,2340.00,143.00,360,1,Semiurban,1
LP002390,Male,0,0,Graduate,0,3750.00,0.00,100.00,360,1,Urban,1
LP002393,Female,1,3,Graduate,0,10047.00,0.00,891.00,240,1,Semiurban,1
LP002398,Male,0,0,Graduate,0,1926.00,1851.00,50.00,360,1,Semiurban,1
LP002401,Male,1,0,Graduate,0,2213.00,1125.00,900.00,360,1,Urban,1
LP002403,Male,0,0,Graduate,1,10416.00,0.00,187.00,360,0,Urban,0
LP002407,Female,1,0,Not Graduate,1,7142.00,0.00,138.00,360,1,Rural,1
LP002408,Male,0,0,Graduate,0,3660.00,5064.00,187.00,360,1,Semiurban,1
LP002409,Male,1,0,Graduate,0,7901.00,1833.00,180.00,360,1,Rural,1
LP002418,Male,0,3,Not Graduate,0,4707.00,1993.00,148.00,360,1,Semiurban,1
LP002422,Male,0,1,Graduate,0,37719.00,0.00,152.00,360,1,Semiurban,1
LP002424,Male,1,0,Graduate,0,7333.00,8333.00,175.00,300,1,Rural,1
LP002429,Male,1,1,Graduate,1,3466.00,1210.00,130.00,360,1,Rural,1
LP002434,Male,1,2,Not Graduate,0,4652.00,0.00,110.00,360,1,Rural,1
LP002435,Male,1,0,Graduate,1,3539.00,1376.00,55.00,360,1,Rural,0
LP002443,Male,1,2,Graduate,0,3340.00,1710.00,150.00,360,0,Rural,0
LP002444,Male,0,1,Not Graduate,1,2769.00,1542.00,190.00,360,1,Semiurban,0
LP002446,Male,1,2,Not Graduate,0,2309.00,1255.00,125.00,360,0,Rural,0
LP002447,Male,1,2,Not Graduate,0,1958.00,1456.00,60.00,300,1,Urban,1
LP002448,Male,1,0,Graduate,0,3948.00,1733.00,149.00,360,0,Rural,0
LP002449,Male,1,0,Graduate,0,2483.00,2466.00,90.00,180,0,Rural,1
LP002453,Male,0,0,Graduate,1,7085.00,0.00,84.00,360,1,Semiurban,1
LP002455,Male,1,2,Graduate,0,3859.00,0.00,96.00,360,1,Semiurban,1
LP002459,Male,1,0,Graduate,0,4301.00,0.00,118.00,360,1,Urban,1
LP002467,Male,1,0,Graduate,0,3708.00,2569.00,173.00,360,1,Urban,0
LP002472,Male,0,2,Graduate,0,4354.00,0.00,136.00,360,1,Rural,1
LP002473,Male,1,0,Graduate,0,8334.00,0.00,160.00,360,1,Semiurban,0
LP002478,Female,1,0,Graduate,1,2083.00,4083.00,160.00,360,0,Semiurban,1
LP002484,Male,1,3,Graduate,0,7740.00,0.00,128.00,180,1,Urban,1
LP002487,Male,1,0,Graduate,0,3015.00,2188.00,153.00,360,1,Rural,1
LP002489,Female,0,1,Not Graduate,1,5191.00,0.00,132.00,360,1,Semiurban,1
LP002493,Male,0,0,Graduate,0,4166.00,0.00,98.00,360,0,Semiurban,0
LP002494,Male,0,0,Graduate,0,6000.00,0.00,140.00,360,1,Rural,1
LP002500,Male,1,3,Not Graduate,0,2947.00,1664.00,70.00,180,0,Urban,0
LP002501,Female,1,0,Graduate,0,16692.00,0.00,110.00,360,1,Semiurban,1
LP002502,Female,1,2,Not Graduate,1,210.00,2917.00,98.00,360,1,Semiurban,1
LP002505,Male,1,0,Graduate,0,4333.00,2451.00,110.00,360,1,Urban,0
LP002515,Male,1,1,Graduate,1,3450.00,2079.00,162.00,360,1,Semiurban,1
LP002517,Male,1,1,Not Graduate,0,2653.00,1500.00,113.00,180,0,Rural,0
LP002519,Male,1,3,Graduate,0,4691.00,0.00,100.00,360,1,Semiurban,1
LP002522,Female,0,0,Graduate,1,2500.00,0.00,93.00,360,1,Urban,1
LP002524,Male,0,2,Graduate,0,5532.00,4648.00,162.00,360,1,Rural,1
LP002527,Male,1,2,Graduate,1,16525.00,1014.00,150.00,360,1,Rural,1
LP002529,Male,1,2,Graduate,0,6700.00,1750.00,230.00,300,1,Semiurban,1
LP002530,Female,1,2,Graduate,0,2873.00,1872.00,132.00,360,0,Semiurban,0
LP002531,Male,1,1,Graduate,1,16667.00,2250.00,86.00,360,1,Semiurban,1
LP002533,Male,1,2,Graduate,0,2947.00,1603.00,900.00,360,1,Urban,0
LP002534,Female,0,0,Not Graduate,0,4350.00,0.00,154.00,360,1,Rural,1
LP002536,Male,1,3,Not Graduate,0,3095.00,0.00,113.00,360,1,Rural,1
LP002537,Male,1,0,Graduate,0,2083.00,3150.00,128.00,360,1,Semiurban,1
LP002541,Male,1,0,Graduate,0,10833.00,0.00,234.00,360,1,Semiurban,1
LP002543,Male,1,2,Graduate,0,8333.00,0.00,246.00,360,1,Semiurban,1
LP002544,Male,1,1,Not Graduate,0,1958.00,2436.00,131.00,360,1,Rural,1
LP002545,Male,0,2,Graduate,0,3547.00,0.00,80.00,360,0,Rural,0
LP002547,Male,1,1,Graduate,0,18333.00,0.00,500.00,360,1,Urban,0
LP002555,Male,1,2,Graduate,1,4583.00,2083.00,160.00,360,1,Semiurban,1
LP002556,Male,0,0,Graduate,0,2435.00,0.00,75.00,360,1,Urban,0
LP002560,Male,0,0,Not Graduate,0,2699.00,2785.00,960.00,360,1,Semiurban,1
LP002562,Male,1,1,Not Graduate,0,5333.00,1131.00,186.00,360,0,Urban,1
LP002571,Male,0,0,Not Graduate,0,3691.00,0.00,110.00,360,1,Rural,1
LP002582,Female,0,0,Not Graduate,1,17263.00,0.00,225.00,360,1,Semiurban,1
LP002585,Male,1,0,Graduate,0,3597.00,2157.00,119.00,360,0,Rural,0
LP002586,Female,1,1,Graduate,0,3326.00,913.00,105.00,84,1,Semiurban,1
LP002587,Male,1,0,Not Graduate,0,2600.00,1700.00,107.00,360,1,Rural,1
LP002588,Male,1,0,Graduate,0,4625.00,2857.00,111.00,12,0,Urban,1
LP002600,Male,1,1,Graduate,1,2895.00,0.00,95.00,360,1,Semiurban,1
LP002602,Male,0,0,Graduate,0,6283.00,4416.00,209.00,360,0,Rural,0
LP002603,Female,0,0,Graduate,0,645.00,3683.00,113.00,480,1,Rural,1
LP002606,Female,0,0,Graduate,0,3159.00,0.00,100.00,360,1,Semiurban,1
LP002615,Male,1,2,Graduate,0,4865.00,5624.00,208.00,360,1,Semiurban,1
LP002618,Male,1,1,Not Graduate,0,4050.00,5302.00,138.00,360,1,Rural,0
LP002619,Male,1,0,Not Graduate,0,3814.00,1483.00,124.00,300,1,Semiurban,1
LP002622,Male,1,2,Graduate,0,3510.00,4416.00,243.00,360,1,Rural,1
LP002624,Male,1,0,Graduate,0,20833.00,6667.00,480.00,360,0,Urban,1
LP002625,Female,0,0,Graduate,0,3583.00,0.00,96.00,360,1,Urban,0
LP002626,Male,1,0,Graduate,1,2479.00,3013.00,188.00,360,1,Urban,1
LP002634,Female,0,1,Graduate,0,13262.00,0.00,40.00,360,1,Urban,1
LP002637,Male,0,0,Not Graduate,0,3598.00,1287.00,100.00,360,1,Rural,0
LP002640,Male,1,1,Graduate,0,6065.00,2004.00,250.00,360,1,Semiurban,1
LP002643,Male,1,2,Graduate,0,3283.00,2035.00,148.00,360,1,Urban,1
LP002648,Male,1,0,Graduate,0,2130.00,6666.00,70.00,180,1,Semiurban,0
LP002652,Male,0,0,Graduate,0,5815.00,3666.00,311.00,360,1,Rural,0
LP002659,Male,1,3,Graduate,0,3466.00,3428.00,150.00,360,1,Rural,1
LP002670,Female,1,2,Graduate,0,2031.00,1632.00,113.00,480,1,Semiurban,1
LP002682,Male,1,3,Not Graduate,0,3074.00,1800.00,123.00,360,0,Semiurban,0
LP002683,Male,0,0,Graduate,0,4683.00,1915.00,185.00,360,1,Semiurban,0
LP002684,Female,0,0,Not Graduate,0,3400.00,0.00,95.00,360,1,Rural,0
LP002689,Male,1,2,Not Graduate,0,2192.00,1742.00,45.00,360,1,Semiurban,1
LP002690,Male,0,0,Graduate,0,2500.00,0.00,55.00,360,1,Semiurban,1
LP002692,Male,1,3,Graduate,1,5677.00,1424.00,100.00,360,1,Rural,1
LP002693,Male,1,2,Graduate,1,7948.00,7166.00,480.00,360,1,Rural,1
LP002697,Male,0,0,Graduate,0,4680.00,2087.00,900.00,360,1,Semiurban,0
LP002699,Male,1,2,Graduate,1,17500.00,0.00,400.00,360,1,Rural,1
LP002705,Male,1,0,Graduate,0,3775.00,0.00,110.00,360,1,Semiurban,1
LP002706,Male,1,1,Not Graduate,0,5285.00,1430.00,161.00,360,0,Semiurban,1
LP002714,Male,0,1,Not Graduate,0,2679.00,1302.00,94.00,360,1,Semiurban,1
LP002716,Male,0,0,Not Graduate,0,6783.00,0.00,130.00,360,1,Semiurban,1
LP002717,Male,1,0,Graduate,0,1025.00,5500.00,216.00,360,1,Rural,1
LP002720,Male,1,3,Graduate,0,4281.00,0.00,100.00,360,1,Urban,1
LP002723,Male,0,2,Graduate,0,3588.00,0.00,110.00,360,0,Rural,0
LP002729,Male,0,1,Graduate,0,11250.00,0.00,196.00,360,1,Semiurban,0
LP002731,Female,0,0,Not Graduate,1,18165.00,0.00,125.00,360,1,Urban,1
LP002732,Male,0,0,Not Graduate,1,2550.00,2042.00,126.00,360,1,Rural,1
LP002734,Male,1,0,Graduate,0,6133.00,3906.00,324.00,360,1,Urban,1
LP002738,Male,0,2,Graduate,0,3617.00,0.00,107.00,360,1,Semiurban,1
LP002739,Male,1,0,Not Graduate,0,2917.00,536.00,66.00,360,1,Rural,0
LP002740,Male,1,3,Graduate,0,6417.00,0.00,157.00,180,1,Rural,1
LP002741,Female,1,1,Graduate,0,4608.00,2845.00,140.00,180,1,Semiurban,1
LP002743,Female,0,0,Graduate,0,2138.00,0.00,99.00,360,0,Semiurban,0
LP002753,Female,0,1,Graduate,1,3652.00,0.00,95.00,360,1,Semiurban,1
LP002755,Male,1,1,Not Graduate,0,2239.00,2524.00,128.00,360,1,Urban,1
LP002757,Female,1,0,Not Graduate,0,3017.00,663.00,102.00,360,1,Semiurban,1
LP002767,Male,1,0,Graduate,0,2768.00,1950.00,155.00,360,1,Rural,1
LP002768,Male,0,0,Not Graduate,0,3358.00,0.00,80.00,36,1,Semiurban,0
LP002772,Male,0,0,Graduate,0,2526.00,1783.00,145.00,360,1,Rural,1
LP002776,Female,0,0,Graduate,0,5000.00,0.00,103.00,360,0,Semiurban,0
LP002777,Male,1,0,Graduate,0,2785.00,2016.00,110.00,360,1,Rural,1
LP002778,Male,1,2,Graduate,1,6633.00,0.00,678.00,360,0,Rural,0
LP002784,Male,1,1,Not Graduate,0,2492.00,2375.00,500.00,360,1,Rural,1
LP002785,Male,1,1,Graduate,0,3333.00,3250.00,158.00,360,1,Urban,1
LP002788,Male,1,0,Not Graduate,0,2454.00,2333.00,181.00,360,0,Urban,0
LP002789,Male,1,0,Graduate,0,3593.00,4266.00,132.00,180,0,Rural,0
LP002792,Male,1,1,Graduate,0,5468.00,1032.00,26.00,360,1,Semiurban,1
LP002794,Female,0,0,Graduate,0,2667.00,1625.00,84.00,360,1,Urban,1
LP002795,Male,1,3,Graduate,1,10139.00,0.00,260.00,360,1,Semiurban,1
LP002798,Male,1,0,Graduate,0,3887.00,2669.00,162.00,360,1,Semiurban,1
LP002804,Female,1,0,Graduate,0,4180.00,2306.00,182.00,360,1,Semiurban,1
LP002807,Male,1,2,Not Graduate,0,3675.00,242.00,108.00,360,1,Semiurban,1
LP002813,Female,1,1,Graduate,1,19484.00,0.00,600.00,360,1,Semiurban,1
LP002820,Male,1,0,Graduate,0,5923.00,2054.00,211.00,360,1,Rural,1
LP002821,Male,0,0,Not Graduate,1,5800.00,0.00,132.00,360,1,Semiurban,1
LP002832,Male,1,2,Graduate,0,8799.00,0.00,258.00,360,0,Urban,0
LP002833,Male,1,0,Not Graduate,0,4467.00,0.00,120.00,360,1,Rural,1
LP002836,Male,0,0,Graduate,0,3333.00,0.00,70.00,360,1,Urban,1
LP002837,Male,1,3,Graduate,0,3400.00,2500.00,123.00,360,0,Rural,0
LP002840,Female,0,0,Graduate,0,2378.00,0.00,9.00,360,1,Urban,0
LP002841,Male,1,0,Graduate,0,3166.00,2064.00,104.00,360,0,Urban,0
LP002842,Male,1,1,Graduate,0,3417.00,1750.00,186.00,360,1,Urban,1
LP002847,Male,1,1,Graduate,0,5116.00,1451.00,165.00,360,0,Urban,0
LP002855,Male,1,2,Graduate,0,16666.00,0.00,275.00,360,1,Urban,1
LP002862,Male,1,2,Not Graduate,0,6125.00,1625.00,187.00,480,1,Semiurban,0
LP002863,Male,1,3,Graduate,0,6406.00,0.00,150.00,360,1,Semiurban,0
LP002868,Male,1,2,Graduate,0,3159.00,461.00,108.00,84,1,Urban,1
LP002872,Female,1,0,Graduate,0,3087.00,2210.00,136.00,360,0,Semiurban,0
LP002874,Male,0,0,Graduate,0,3229.00,2739.00,110.00,360,1,Urban,1
LP002877,Male,1,1,Graduate,0,1782.00,2232.00,107.00,360,1,Rural,1
LP002888,Male,0,0,Graduate,1,3182.00,2917.00,161.00,360,1,Urban,1
LP002892,Male,1,2,Graduate,0,6540.00,0.00,205.00,360,1,Semiurban,1
LP002893,Male,0,0,Graduate,0,1836.00,33837.00,90.00,360,1,Urban,0
LP002894,Female,1,0,Graduate,0,3166.00,0.00,36.00,360,1,Semiurban,1
LP002898,Male,1,1,Graduate,0,1880.00,0.00,61.00,360,1,Rural,0
LP002911,Male,1,1,Graduate,0,2787.00,1917.00,146.00,360,0,Rural,0
LP002912,Male,1,1,Graduate,0,4283.00,3000.00,172.00,84,1,Rural,0
LP002916,Male,1,0,Graduate,0,2297.00,1522.00,104.00,360,1,Urban,1
LP002917,Female,0,0,Not Graduate,0,2165.00,0.00,70.00,360,1,Semiurban,1
LP002925,Female,0,0,Graduate,0,4750.00,0.00,94.00,360,1,Semiurban,1
LP002926,Male,1,2,Graduate,1,2726.00,0.00,106.00,360,0,Semiurban,0
LP002928,Male,1,0,Graduate,0,3000.00,3416.00,56.00,180,1,Semiurban,1
LP002931,Male,1,2,Graduate,1,6000.00,0.00,205.00,240,1,Semiurban,0
LP002933,Female,0,3,Graduate,1,9357.00,0.00,292.00,360,1,Semiurban,1
LP002936,Male,1,0,Graduate,0,3859.00,3300.00,142.00,180,1,Rural,1
LP002938,Male,1,0,Graduate,1,16120.00,0.00,260.00,360,1,Urban,1
LP002940,Male,0,0,Not Graduate,0,3833.00,0.00,110.00,360,1,Rural,1
LP002941,Male,1,2,Not Graduate,1,6383.00,1000.00,187.00,360,1,Rural,0
LP002943,Male,0,3,Graduate,0,2987.00,0.00,88.00,360,0,Semiurban,0
LP002945,Male,1,0,Graduate,1,9963.00,0.00,180.00,360,1,Rural,1
LP002948,Male,1,2,Graduate,0,5780.00,0.00,192.00,360,1,Urban,1
LP002949,Female,0,3,Graduate,1,416.00,41667.00,350.00,180,1,Urban,0
LP002950,Male,1,0,Not Graduate,0,2894.00,2792.00,155.00,360,1,Rural,1
LP002953,Male,1,3,Graduate,0,5703.00,0.00,128.00,360,1,Urban,1
LP002958,Male,0,0,Graduate,0,3676.00,4301.00,172.00,360,1,Rural,1
LP002959,Female,1,1,Graduate,0,12000.00,0.00,496.00,360,1,Semiurban,1
LP002960,Male,1,0,Not Graduate,0,2400.00,3800.00,879.00,180,1,Urban,0
LP002961,Male,1,1,Graduate,0,3400.00,2500.00,173.00,360,1,Semiurban,1
LP002964,Male,1,2,Not Graduate,0,3987.00,1411.00,157.00,360,1,Rural,1
LP002974,Male,1,0,Graduate,0,3232.00,1950.00,108.00,360,1,Rural,1
LP002978,Female,0,0,Graduate,0,2900.00,0.00,71.00,360,1,Rural,1
LP002979,Male,1,3,Graduate,0,4106.00,0.00,40.00,180,1,Rural,1
LP002983,Male,1,1,Graduate,0,8072.00,240.00,253.00,360,1,Urban,1
LP002984,Male,1,2,Graduate,0,7583.00,0.00,187.00,360,1,Urban,1
LP002990,Female,0,0,Graduate,1,4583.00,0.00,133.00,360,0,Semiurban,0
